Date,Feedback,Sentiment,Key Theme
2024-08-06,biaya transfer gratis,Positive,Fees and Rates
2024-08-06,jangan minta nilai,Neutral,General
2024-08-06,jangan login masuk notif email lah kan baru login cuman cek cek tidak transaksi karna banyak x notif email jdi thanx,Negative,UI/UX and Usability
2024-08-06,permata mudah transaksi keren,Positive,Services
2024-08-06,aplikasi kalo lebih sat setdan knp aju kta susah sekali sudah sering pdhl,Negative,Services
2024-08-06,jam sampi bisa transaksi jadi susah kalo pesan tiket kereta,Negative,Ease and Speed
2024-08-06,bukti bayar buat lihat,Positive,Services
2024-08-06,aplikasi sering error bisa login,Negative,UI/UX and Usability
2024-08-06,biaya admin ny knp jadi ubah,Negative,Fees and Rates
2024-08-06,untuk obat lebih detail jelas terima kasih,Neutral,Services
2024-08-06,lanjut sudah bagus,Positive,General
2024-08-06,terkadang ingin pake mbaking suka error saja,Negative,UI/UX and Usability
2024-08-06,sering tiba ingin pakai tidak sedia butuh lebih dr menit bisa masuk kl begini,Negative,UI/UX and Usability
2024-08-06,kuesioner nilai muncul terus jadi lambat proses,Negative,UI/UX and Usability
2024-08-06,kta promo aplikasi atm berapa kali tuju,Negative,Features and Promotion
2024-08-06,aku perlu simpan,Neutral,General
2024-08-06,atm bank permata banyak sedia bank permata susah,Negative,Services
2024-08-06,history transaksi lambat kurang update kali transaksi,Negative,Services
2024-08-06,bingung liat menu kurang user friendly ui ux,Negative,UI/UX and Usability
2024-08-06,ga adaa jelas aju ajaa ga adaa pemberitauan acc tidak,Negative,Features and Promotion
2024-08-06,topup dana sering error,Negative,Services
2024-08-06,sering gagal bayar padahal saldo kurang,Negative,Services
2024-08-06,atm banjarmasin,Neutral,Services
2024-08-06,transparan tampil buku dana masuk jelas,Negative,Features and Promotion
2024-08-06,kurang manfaat prioritas nasabah,Negative,Features and Promotion
2024-08-06,suka lambat error,Negative,Services
2024-08-06,moga transaksi gratis semua bank akan banyak pakai,Positive,Features and Promotion
2024-08-06,lebih tingkat,Neutral,General
2024-08-06,info tunggu status terlalu lama biasa hari kerja,Negative,Features and Promotion
2024-08-06,masuk password pilih lihat etik password sering jadi salah ketik password,Neutral,UI/UX and Usability
2024-08-06,muat proses transaksi lama kaya lambat,Negative,Ease and Speed
2024-08-06,pernah beri batas naik tahun,Negative,General
2024-08-06,aplikasi tidak fungsi sama sekali orang anda nilai bagai guna tidak baik,Negative,General
2024-08-06,lelet lain,Negative,Ease and Speed
2024-08-06,mau sendiri potong saldo informasi milik rekening,Negative,Fees and Rates
2024-08-06,bayar guna metode qris sering error di baik,Negative,Services
2024-08-06,terlalu lambat loading,Negative,Ease and Speed
2024-08-06,buat fitur isi e money kartu e toll,Positive,Features and Promotion
2024-08-07,aju kta ga pernah acc,Negative,Services
2024-08-07,transfer admin terlalu mahal,Negative,Fees and Rates
2024-08-07,agf lebih konsisten waktu tepat jam benar saat ganti hari dana sudah siap di eksekusi baik,Neutral,Services
2024-08-07,masuk jika tawar kta banyak tawar via tlp selalu dg cara paksa,Negative,Services
2024-08-07,lokasi atm dibanyakin,Negative,General
2024-08-07,kta proses cepat cair sayang batas kecil,Neutral,Features and Promotion
2024-08-07,app sering error tidak login terlalu sering minta baharu jga sih,Negative,UI/UX and Usability
2024-08-07,tiap masuk mobile bangking susah ganggu terus baik,Negative,UI/UX and Usability
2024-08-07,tahun kemaren batas kta regular capai telah bayar gaada muncul aju online tolak terus analis aneh,Negative,Features and Promotion
2024-08-07,atm banyak,Negative,General
2024-08-07,sering jadi ganggu teknis,Negative,UI/UX and Usability
2024-08-07,bisa simpan nomor rekening transfer,Negative,UI/UX and Usability
2024-08-07,skrmg kena potong atm dan sekarang aplikasi berat bngt hrus pke internet bagua baru mao buka,Negative,UI/UX and Usability
2024-08-07,pemrosesan masuk bisa lsg cek kurang real time,Negative,UI/UX and Usability
2024-08-07,ada nama di transper,Negative,UI/UX and Usability
2024-08-07,sering transfer ga kirim terus saldo di potong walaupun balik harus nunggu x jam lama,Negative,Services
2024-08-07,bagus efisien mudah tangan,Positive,General
2024-08-07,terlalu banyak tahap keluar aplikasi muat waktu agak makan waktu,Negative,UI/UX and Usability
2024-08-07,aplikasi sering lambat,Negative,UI/UX and Usability
2024-08-07,awat sehat mulu,Negative,UI/UX and Usability
2024-08-07,tambah fitur e-money,Positive,Features and Promotion
2024-08-07,mbking lambat banget lah,Negative,UI/UX and Usability
2024-08-07,aplikasi rekomendasi lambat,Negative,UI/UX and Usability
2024-08-07,nomor rekening pilih transfer baik nama milik rekening bingung kalau coba satu,Negative,UI/UX and Usability
2024-08-07,tahun guna batas tetap sama alas aju tambah batas sudah laku tetap tidak ubah batas kk permata,Negative,Features and Promotion
2024-08-07,bond nyasar cif yang tutup rekening,Negative,Services
2024-08-07,obrol online bank,Positive,Services
2024-08-07,kadang slow respon lelet amplikasinyaa,Negative,Ease and Speed
2024-08-07,bagus paster,Positive,General
2024-08-07,sya harap aju topup kta sya tuju sya sedang butuh dana renov juga biaya aamiin permata sukses selalu,Neutral,Features and Promotion
2024-08-07,banyak fitur baru makin sering error,Negative,Features and Promotion
2024-08-07,applikasi jgn gabung sama minta masuk,Negative,UI/UX and Usability
2024-08-07,saldo minimum turun,Neutral,Fees and Rates
2024-08-07,perlu ngobrol dukung,Positive,Services
2024-08-07,ambil atmharap kartu atm dulu keluarbaru uangkarena banyak tinggal kartu ambil uang,Neutral,Services
2024-08-07,aplikasi sering error ga jelas biaya admin rupiah,Negative,Fees and Rates
2024-08-07,app mobile bankinga sangat optimal,Neutral,UI/UX and Usability
2024-08-07,tt gratis antar bank,Positive,Features and Promotion
2024-08-07,bantu saya dapat pinjam kta terima kasih,Neutral,Services
2024-08-07,lambat buat tekan,Negative,Ease and Speed
2024-08-07,kur permata,Neutral,Services
2024-08-07,tunggu jawab terlalu lama,Negative,Services
2024-08-07,sangat manfaat membatuh semua transaksi,Positive,General
2024-08-07,aplikasi mobile bangking terlalu lambat,Negative,Ease and Speed
2024-08-07,suka gratis tarik tunai sperti dlu gratis tarik tunai hari x walai minimal pakai tabung berapa gtu,Neutral,Fees and Rates
2024-08-07,transfer gratis semua bank,Positive,Features and Promotion
2024-08-07,harus jelas nasabah aju kredit tolak semua jadi jelas tidak hang,Negative,Services
2024-08-07,rating bolak-balik muncul ganggu,Negative,UI/UX and Usability
2024-08-07,layan cabang lebih cepat,Negative,Services
2024-08-07,saldo hapus jumlah tidak faham potong apa sangat kecewa,Negative,Fees and Rates
2024-08-07,login dg handphone baru mudah ex sendiri lebih mudah,Neutral,UI/UX and Usability
2024-08-07,biaya online gratis seperti awal moga langgan permata makin tambah,Positive,Fees and Rates
2024-08-07,jangan sering error lebih mudah sekarang,Neutral,UI/UX and Usability
2024-08-07,update baharu fasilitas mobile x perlu laku registrasi ulang sangat ganggu transaksi sedang langsung,Negative,UI/UX and Usability
2024-08-07,batas kartu ada naik seperti bank selalu naik rutin aju,Negative,Services
2024-08-07,cepat muat aplikasi kalau tambah,Negative,Ease and Speed
2024-08-08,bagi besar menu,Negative,UI/UX and Usability
2024-08-08,aplikasi pinjam sesuai aju lebih baik tolak jangan asal cair sama sekali tidak profesional bank kelas permata terima kasih,Negative,Services
2024-08-08,aplikasi kurang cepat lambat logout ribet x,Negative,Ease and Speed
2024-08-08,lambat kalau buat lihat saldo transfer,Negative,Ease and Speed
2024-08-08,muat lama,Negative,Ease and Speed
2024-08-08,saldo nominal lihat,Neutral,Features and Promotion
2024-08-08,survey musti x aza kali tiap transaksi sangat ganggu,Negative,UI/UX and Usability
2024-08-08,beberapa aplikasi android kalau pasang pengaruh mobile banking permata,Negative,Reliability
2024-08-08,terlalu sering baru aplikasi,Negative,UI/UX and Usability
2024-08-08,bukti transfer bisa simpan galeri langsung kirim wa jadi sulit menuhin wa,Negative,Features and Promotion
2024-08-08,menu kpr kalau di buka bisa aju rumah,Negative,Features and Promotion
2024-08-08,biaya transfer ko skrang lagi pakmakasihlo jangan lagi kayak dulusudah enakmakasib,Negative,Fees and Rates
2024-08-08,rekening tidak pinjam kta selalu ditolaksaya mohon kali tolong,Negative,Services
2024-08-08,utama aman dana tabung moga nasabah selalu inovasi jaga konsistensi tanggung jawab dana tabung nasabah,Positive,Services
2024-08-08,aju kta pernah hasil belum sudah pernah pinjam lunas pinjam kta,Negative,Services
2024-08-08,biaya transfer sama bank gk komfirmasi,Negative,Fees and Rates
2024-08-08,biaya rekening kurang detail debit kredit sisa uang per transaksi ada,Negative,Features and Promotion
2024-08-08,sedikit lelet mungkin fiturnya berat,Negative,Ease and Speed
2024-08-08,terlalu banyak pilih ingin transfer via mobile perban,Negative,UI/UX and Usability
2024-08-08,auto debit kta jelas,Negative,Services
2024-08-08,manajer akun telah bohong saya tidak erti produk dia coba jual saya,Negative,Services
2024-08-08,buat aplikasi mobile x sangat susah ribet,Negative,UI/UX and Usability
2024-08-08,terlalu ribet pas transfer,Negative,UI/UX and Usability
2024-08-08,ngajuin pinjam susah,Negative,Services
2024-08-08,biaya administrasi transfer sekarang gratis syarat bi fast gratis selalu ganggu,Negative,Fees and Rates
2024-08-08,lambat skarang masih aman,Neutral,Ease and Speed
2024-08-08,kalau step by step singkat dan tuju proses transaksi cepet ga pake loading lama trima kasih,Negative,Ease and Speed
2024-08-08,gagal transfer terus terus,Negative,Ease and Speed
2024-08-08,nama orang historis transaksi transfer muncul jangan nomor akun demi mudah laku transaksi ikut,Negative,Features and Promotion
2024-08-08,aplikasi kecil mudah,Negative,Ease and Speed
2024-08-08,sering jadi error,Negative,Ease and Speed
2024-08-08,aplikasi berat proses lama,Negative,Ease and Speed
2024-08-08,beberapa jaring sedia buka aplikasi bisa coba tes ulang,Negative,Ease and Speed
2024-08-08,part mudah sedikit memudahkanha aplikasi berat kadang suka lambat,Negative,Ease and Speed
2024-08-08,tombol masuk login sidik jari kadang error lambat baik,Negative,Ease and Speed
2024-08-08,aplikasi loading lambat,Negative,Ease and Speed
2024-08-08,toko uang tunai,Neutral,General
2024-08-08,transfaran buku,Negative,Services
2024-08-08,bunga pinjam tinggi kl turun,Negative,Fees and Rates
2024-08-08,tidak simpan transaksi akhir jadi favorit akun,Negative,Features and Promotion
2024-08-08,tidak pas aqal masuk aplikasi saldo hide,Negative,UI/UX and Usability
2024-08-09,jangan sering error,Negative,Ease and Speed
2024-08-09,ada biaya kartu kredit padahal tidak pakai,Negative,Fees and Rates
2024-08-09,mudah erti,Positive,General
2024-08-09,suka salah,Negative,Ease and Speed
2024-08-09,kalau tgl sering baik sistem aplikasi,Negative,Features and Promotion
2024-08-09,jelas rincian menu kartu kredit,Negative,Features and Promotion
2024-08-09,tidak tahu apa rasa aplikasi lambat banding apl bank yang guna jadi habis tekan tunggu,Negative,Ease and Speed
2024-08-09,guna lambat sekali,Negative,Ease and Speed
2024-08-09,mohon bantu history nomor rekening terang nama,Negative,Features and Promotion
2024-08-09,biasa transfer bank dki gratis sekarang biaya lebih mahal by fast bank,Negative,Fees and Rates
2024-08-09,bagus ha terkadang muat lama,Negative,Ease and Speed
2024-08-09,lelet pak,Negative,Ease and Speed
2024-08-09,ok jauh yang ptg gratis terus biaya transfer,Positive,Fees and Rates
2024-08-09,sering gangguankecepatan lambat,Negative,Ease and Speed
2024-08-09,baru tranfer rp rek bca tgl jam kok masuk padahal ke potong,Negative,Ease and Speed
2024-08-09,tiba aplikasi error tidak transfer,Negative,Ease and Speed
2024-08-09,baru menu rincian transaksi lama,Negative,Features and Promotion
2024-08-09,sayang bayar qris tidak fungsi,Negative,Ease and Speed
2024-08-09,lamadansering minta update,Negative,Ease and Speed
2024-08-09,qris muat sangat lama aplikasi berat bisa sekali tekan langsung masuk,Negative,Ease and Speed
2024-08-09,sekarang susah cari tempat atm daerah kembang biak cideng,Negative,Services
2024-08-09,tampil nama milik nomor rekening,Negative,Features and Promotion
2024-08-09,biaya transfer gratis,Negative,Fees and Rates
2024-08-09,lindung nasabahpernah uang hapus juta,Negative,Services
2024-08-09,selesaikeluar sulit tks,Negative,UI/UX and Usability
2024-08-09,selesaikeluar dr aplikasi permata mobile x sulit,Negative,UI/UX and Usability
2024-08-09,lambat guna responsif,Negative,Ease and Speed
2024-08-09,mudah guna,Negative,UI/UX and Usability
2024-08-09,udah gratis transfer bank lainkalau bukan payrol dr kantorgak saya pake ini aplikasi,Negative,Fees and Rates
2024-08-09,metode transfer susah cari riwayat nomor rekening usaha serta nama nomor rek tuju mudah cari,Negative,Features and Promotion
2024-08-09,sering error qris sering gagal,Negative,UI/UX and Usability
2024-08-09,qris aman alam pribadi bulan lalu pernah debit x pihak permata bank cuma kasih solusi datang merchant pun jawab bulan lebih kecewa,Negative,Services
2024-08-09,setor uang tunai mesin,Neutral,Services
2024-08-09,keluh bantu,Negative,Services
2024-08-09,permatamobile x aplikasi guna sangat lambat,Negative,Ease and Speed
2024-08-09,terkadang aplikasi tunggu terlalu lama,Negative,Ease and Speed
2024-08-09,bisa terima transfer,Negative,Services
2024-08-09,ada buku rekening kurang aman,Negative,General
2024-08-09,semua baik,Positive,General
2024-08-09,sip lanjut,Positive,General
2024-08-09,baik moga fasilitas lebih lengkap,Positive,Features and Promotion
2024-08-09,saldo hapus,Negative,Services
2024-08-10,tidak laku transaksi,Negative,Services
2024-08-10,aplikasi sering ereor baik,Negative,UI/UX and Usability
2024-08-10,salah pelihara dadak,Negative,UI/UX and Usability
2024-08-10,kurang cepat respon aplikasi seperti aplikasi tetangga kdg sering error,Negative,Ease and Speed
2024-08-10,ada tsfer bpd bal beberapa bln lalu uang nyampai,Negative,Services
2024-08-10,seluruh bagusha kurang simpel pas masuk keluar beberapa tahap sekali klik,Neutral,UI/UX and Usability
2024-08-10,bayar qris payah,Negative,UI/UX and Usability
2024-08-10,aplikasi terlalu lambatrespon lambat,Negative,Ease and Speed
2024-08-10,beberapa hari data sinkron koneksi semua transaski bisa laku,Negative,Services
2024-08-10,uang sering hapus potong ada notifikasi apa sering,Negative,Services
2024-08-10,respon klik lama pilih menu selalu lama respon,Negative,Ease and Speed
2024-08-10,semua baik terima kasih,Positive,General
2024-08-10,mesin atm permata bank mohon banyak karena beberapa kota kurang contoh semarang di pusat kota kalau setor tunai ke pusat kota,Negative,Services
2024-08-10,aplikasi terlalu lembat proses buka fitur padahal jaring stabil notifikasi terkadang ada laku transaksi,Negative,UI/UX and Usability
2024-08-10,ga saldo update waktu nyata,Negative,Features and Promotion
2024-08-10,batas kurang ngajuin dan kompirmasi ingin terima tidak mohon lebih baik,Negative,Fees and Rates
2024-08-10,biaya admin mahal,Negative,Fees and Rates
2024-08-10,macet tidak q ris,Negative,Features and Promotion
2024-08-10,aplikasi lama di pakai,Negative,Ease and Speed
2024-08-10,suka error penting contoh depan kasih aplikasi tiba tiba bisa buka harap hubung permata tel sering banget update pas saat genting,Negative,Reliability
2024-08-10,alami salah beberapa kali buka aplikasi,Negative,Reliability
2024-08-10,kasih pinjam riba bunga adm hilang,Neutral,Services
2024-08-10,notif suka ada,Negative,Features and Promotion
2024-08-10,aju kta sulit,Negative,Services
2024-08-10,goblok transaksi ga,Negative,Reliability
2024-08-10,lelet sering ganggu,Negative,Ease and Speed
2024-08-10,responnya susah,Negative,Services
2024-08-10,tela kartu atm mbangkin sama sekali bisa di pakai,Negative,Services
2024-08-10,oke dah bawel lu minta nilai muly,Neutral,General
2024-08-11,buat tres hal lambat proses potong cicil,Negative,Services
2024-08-11,sering error tidak semua bayar online support itu lambat,Negative,Reliability
2024-08-11,tambah fitur clear all nomor rekening transfer virtual account buat mudah tambah hapus,Negative,Features and Promotion
2024-08-11,bangun kartu kredit makan waktu lama proses,Negative,Services
2024-08-11,terlalu lambat aplikasi jaring internet bagus ketika buka mobile banking bank normal cepet bahkan buka dompet cepet nah pas buka aplikasi permata lambat bukan main,Negative,Ease and Speed
2024-08-11,sering error pas tanggal gaji,Negative,Reliability
2024-08-11,bisa transaksi,Negative,Reliability
2024-08-11,agak lambat,Negative,Ease and Speed
2024-08-11,lebih bagus,Positive,General
2024-08-11,epata jam ulang b,Negative,Ease and Speed
2024-08-11,bingung obat rekening,Negative,UI/UX and Usability
2024-08-11,jaring lebih baik,Negative,Reliability
2024-08-11,wa guna jangan sms kode sms terlalu panjang bca lebih praktis,Negative,Features and Promotion
2024-08-11,kadang suka error aplikasi,Negative,Reliability
2024-08-11,perlu baru tunda bayar,Negative,Features and Promotion
2024-08-11,menu transfer tambah nama milik rekening jangan ha nomor rekening,Negative,Features and Promotion
2024-08-11,transfer lebih baik langsung tampil bukti jam didownload bagi dokumen,Negative,Features and Promotion
2024-08-11,biasa potong kalau transfer bank sekarang ada potong,Negative,Fees and Rates
2024-08-11,seluruh sih oke aplikasi tidak capcus,Negative,General
2024-08-11,bfast sering error pmobx lambat,Negative,Reliability
2024-08-11,aplikasi terlalu lama masuk akses menu ada,Negative,Ease and Speed
2024-08-11,tarik ada promo bank belah bahkan isi e wallet kena biaya,Negative,Features and Promotion
2024-08-11,jaring lambat kalau buat byr pake qris,Negative,Ease and Speed
2024-08-11,sedikit atm ada,Negative,Services
2024-08-11,lambat sayang,Negative,Ease and Speed
2024-08-11,terlalu sering gagal transaksi mengginakan qris,Negative,Reliability
2024-08-11,qris susah ganggu mulu,Negative,Reliability
2024-08-11,kasih mudah pinjam hun bas thkarna aju pinjam banyak syarat padahal rekning tiap bln pasu pasti aju di tolak,Negative,Services
2024-08-11,respon server kurang cepat loading terlalu sering d transaksi,Negative,Ease and Speed
2024-08-11,sinyal tapi aplikasi tidak responsif,Negative,Ease and Speed
2024-08-11,tingkat sistem aman,Negative,Reliability
2024-08-11,saldo dapat hitung,Negative,Features and Promotion
2024-08-11,aplikasi terkadang error,Negative,Reliability
2024-08-12,tugas jual,Neutral,General
2024-08-12,payroll gaji permata tpi ajuin kta slalu tolak pdhal bayar bsa lngsung potong gaji terus buat apa fitur kta,Negative,Services
2024-08-12,kalo buka mobile banking terus ad transfer saldo gk waktu nyata baca mesti keluar dulu baru baca buat ribet,Negative,Features and Promotion
2024-08-12,proses lama,Negative,Ease and Speed
2024-08-12,gk tau banget,Neutral,General
2024-08-12,oke semua psti mudah sedia gerai atm jahit ambil cash,Positive,Services
2024-08-12,kartu kredit edar langsung kurang padahal bayar baru beberapa hari kemudian terupdate status juga deposito responsif,Negative,Features and Promotion
2024-08-12,tidak biaya transfer antar bank,Negative,Fees and Rates
2024-08-12,atm kalau luas di kab bogor sangat susah nyri atm permata,Negative,Services
2024-08-12,buat transfer error terus,Negative,Reliability
2024-08-12,atas kendala belum atas,Negative,Reliability
2024-08-12,aju kta durasi proses sesuai apa tera hampir minggu tunggu status dalam proses padahal perlu dana urgent perkara aju terima tidak harus di info hari bukan smpe mggu,Negative,Services
2024-08-12,buat user password bisa login suruh buat,Negative,Features and Promotion
2024-08-12,banyak iklan telepon ganggu banget,Negative,Services
2024-08-12,cepat ringan,Positive,General
2024-08-12,ada atm wilayah rumah sangat sulit sekali kalau setor uang,Negative,Services
2024-08-12,histori transaksi mudah buka unduh,Positive,Features and Promotion
2024-08-12,lelet masuk sering error,Negative,Reliability
2024-08-12,fitur qris suka error,Negative,Features and Promotion
2024-08-12,permata mobile banyak notifikasi promo guna mohon kirim notifikasi promo saya percuma tidak ada,Negative,Features and Promotion
2024-08-12,permata mobile banyak notifikasi promo guna manfaat mohon kirim notifikasi promo saya percuma tidak ada,Negative,Features and Promotion
2024-08-12,terkadang qris tibatiba bisa guna baik sering maintenance padahal butuh transfer atm banyak tempat soal,Negative,Reliability
2024-08-12,mudah guna perlu tingkat menu dasbor,Negative,Features and Promotion
2024-08-12,kta gratis ambil atm nyata bayar,Negative,Fees and Rates
2024-08-12,kemarin telepon permata ada saldo transaksi ga masuk tugas minta pin kasih lalu saya ragu pindah semua saldo rekening lalu tfan rb an hari cek tinggal rb an hapus rb an,Negative,Services
2024-08-12,aplikasi lambat banget,Negative,Reliability
2024-08-12,minta saldo minimum karena beli online jadi padahal bca bisa terima kasih,Negative,Fees and Rates
2024-08-12,henti tunjuk minta pada,Negative,Features and Promotion
2024-08-13,rekening endap saldo bisa nol,Negative,Fees and Rates
2024-08-13,terlalu lambat loading,Negative,Reliability
2024-08-13,jadi terlalu rumit,Negative,Ease and Speed
2024-08-13,alam guna lihat rincian saldo perlu pilih bulan dulu langsung tampil bulan jalan kalau lihat bulan baru beri opsi pilih,Negative,UI/UX and Usability
2024-08-13,bi fast masalah saat sangat perlu,Negative,Features and Promotion
2024-08-13,salah bifast transfer salah online,Negative,Features and Promotion
2024-08-13,cepat update sangat lambat depo akhir dana masuk tabung harus sudah tidak terang depo itu jangan tunggu hari baru hapus,Negative,Reliability
2024-08-13,transaksi lambat terlalu banyak aplikasi,Negative,Reliability
2024-08-13,data harga reksadana buat real time bukan delay,Negative,Features and Promotion
2024-08-13,transfer bi fast gratis langkah aman jadi masalah terlalu rumit,Negative,Features and Promotion
2024-08-13,layan bagus banget,Positive,Services
2024-08-13,qris sering error di counter yogya department store,Negative,Features and Promotion
2024-08-13,tiap ingin narik saldo tidak cukup bilang padahal saldo ada,Negative,Services
2024-08-13,sudah beri umpan balik tiap kali login muncul,Negative,UI/UX and Usability
2024-08-13,aplikasi lambat atm permata sulit cari bahkan banyak ada atm resmi,Negative,Ease and Speed
2024-08-13,sering ganggu saat transaksi permata bangking baik transfer maupun tarik tunai via indomaret baik,Negative,Services
2024-08-13,update terus kalau update bisa buka sangat repot buat ribet sesi login tambah lebih lama terlalu singkat buat emosi,Negative,UI/UX and Usability
2024-08-13,bunga bangun pilih permata tidak ada biaya transfer dan ambil uang tunai atm bank,Positive,Features and Promotion
2024-08-13,aplikasi di cepatin kalo buka agak lelet buka menu,Negative,Ease and Speed
2024-08-13,cepat dana masuk,Negative,Ease and Speed
2024-08-13,batas pernah naik,Negative,Services
2024-08-14,aju kta tolak mulu kikir banget bank pdhal butuh bngt buat obat,Negative,Services
2024-08-14,jelas fitur informasi tagih app samasekali kalah jelas imfo paylater bodoh system program tutup,Negative,Features and Promotion
2024-08-14,saran depan mesin atm kurang banyak cm di pusat baik sesuai area lebih dekat,Negative,Services
2024-08-14,bukti transfer lgsg muncul harus save image,Positive,Features and Promotion
2024-08-14,kurang beri jelas kait insurance sedang jalan,Negative,Services
2024-08-14,layan baik bagus,Positive,Services
2024-08-14,lama suara keras,Negative,Ease and Speed
2024-08-14,krg bgs bandung lama,Negative,UI/UX and Usability
2024-08-14,parah aku aju cicil mama proses ga d batal beli harga di bawah biaya admind,Negative,Fees and Rates
2024-08-14,lambat biaya transfer gratis kan lah,Negative,Ease and Speed
2024-08-14,ada transfer tdi pagi bank bca sampai sekarang masuk kecewa,Negative,Ease and Speed
2024-08-14,menu jual sbn baik laku lalu aplikasi sama saat beli,Neutral,Features and Promotion
2024-08-14,aplksi sampah lambat sangat mnjijikan,Negative,Ease and Speed
2024-08-14,harus verifikasi wajah terus dan ga cocok,Negative,Features and Promotion
2024-08-14,tugas call center lebih teliti baca data langgan pernah pu alam nomor telpon keliru data tidak konfirmasi langgan,Negative,Services
2024-08-14,tampil utama sudah lampir semua jadi ga usah geser geser,Negative,UI/UX and Usability
2024-08-14,ramah guna,Negative,UI/UX and Usability
2024-08-15,harsu log in tiap buka tab handphone notif log in di email jadi terlalu banyak,Negative,UI/UX and Usability
2024-08-15,aplikasi sering lambat,Negative,Ease and Speed
2024-08-15,tampil nama transfer biar kita cari cari nomor rekening mana yasoal ha nomor rekening tampil tidak ada nama,Neutral,Features and Promotion
2024-08-15,kurang ramah guna,Negative,UI/UX and Usability
2024-08-15,tampil kurang kini aplikasi lambat,Negative,UI/UX and Usability
2024-08-15,cepat praktis,Positive,Ease and Speed
2024-08-15,buka aplikasi lambat,Negative,Ease and Speed
2024-08-15,lebih suka biaya gratis,Neutral,Fees and Rates
2024-08-15,aju kta pernah tuju padahal arah buat rekening,Negative,Services
2024-08-15,aplikasi berat loading terlalu lama proses transfer jadi hambat mohon baik aplikasi,Negative,Ease and Speed
2024-08-15,aplikasi sering lambat,Negative,Ease and Speed
2024-08-15,aplikasi lambat,Negative,Ease and Speed
2024-08-15,rekening diblokirbenar repot,Negative,UI/UX and Usability
2024-08-16,kalau potong kartu kredit jangan saldo semuah kuras donk,Negative,Fees and Rates
2024-08-16,waktu awal kata biaya admin gratis sekarang kena biaya,Negative,Fees and Rates
2024-08-16,dapat transfer tpi imbang ttp,Negative,Reliability
2024-08-16,sering jadi salah qris,Negative,Reliability
2024-08-16,aplikasi kadang error,Negative,Ease and Speed
2024-08-16,fitur lebih mudah paham,Positive,UI/UX and Usability
2024-08-16,barcode qris selalu gagal hambat transaksi,Negative,Reliability
2024-08-16,permata jelas aplikasi lambat nawarin pinjam tpi aju pinjam di tolak mulu,Negative,Services
2024-08-16,ui ux buruk mudah guna sulit navigasi filter intuitif sangat benci aplikasi bagai orang guna permata anda buang uang kembang aplikasi ini sebal saya biar istri kendali akun sebut jadi tidak perlu guna lagi,Negative,UI/UX and Usability
2024-08-16,bisa login guna user id,Negative,UI/UX and Usability
2024-08-16,sw w,Neutral,General
2024-08-16,pilih menu ribet,Negative,UI/UX and Usability
2024-08-16,terlalu sering baru aplikasi,Negative,General
2024-08-16,sulit paham guna,Negative,UI/UX and Usability
2024-08-16,transaksi perban lelet,Negative,Ease and Speed
2024-08-16,mohon mudah aju kta,Negative,Services
2024-08-16,sangat mudah cepatgak pakai ribet,Positive,General
2024-08-17,aplikasi bagus banget,Positive,General
2024-08-17,kadang pas masuk aplikasi m perban suka keluar sendiri ya,Negative,Reliability
2024-08-17,susah ngajuin kta,Negative,Services
2024-08-17,terlalu lama logistik jaring padahal film bagus,Negative,Ease and Speed
2024-08-17,bosan isi survey,Negative,General
2024-08-17,lebih mudah pinjam kta gaji langsung di autodebit,Negative,Services
2024-08-17,lambat suka kaki,Negative,Ease and Speed
2024-08-17,kadang suka lag walaupun terlalu sering,Negative,Ease and Speed
2024-08-17,bayar lalu qris sering error di baik terima kasih,Negative,Reliability
2024-08-17,sering jadi kendala,Negative,Reliability
2024-08-17,kalo resi bukti transaksi transfer unggah harus di kirim k wa jenis,Negative,Reliability
2024-08-17,kalau acc aju kta tambah nilai,Negative,Services
2024-08-17,guna metode online jadi admin,Negative,Fees and Rates
2024-08-17,kntr kurang banyak terus kalau setor tunai bingung ingin kemn setor tunai kalau atm pkai atm setor tunai maksh,Negative,Services
2024-08-17,suka susah transaksi akhir pekan,Negative,Reliability
2024-08-18,aju kartu kredit sulit,Negative,Services
2024-08-18,permata jelas nawarin man gilir aju tolak mulu padahal potong gaji lebih baik pindah bank saja gaji,Negative,Services
2024-08-18,loading lambat terlalu bnyak fitur tambah hapus daftar transfer cuman bisa hapus daftar transfer paforit doang,Negative,UI/UX and Usability
2024-08-18,ada nama transfer lihat tebak nomor rekening,Negative,Reliability
2024-08-18,dibanyakin atm permata medan tarik tunai kartu setor tunai atm ada terimakasih,Negative,Services
2024-08-18,tolak mulu aju pinjam,Negative,Services
2024-08-18,layan langgan balas hitung jam bukan atau hari beri tahu anda mereka pergi,Negative,Services
2024-08-18,jng sering offline,Negative,Reliability
2024-08-18,mudah aju permata kta nasabah,Negative,Services
2024-08-18,sms respon code transaksi sering lambat terima nomor telkomsel,Negative,Reliability
2024-08-18,bayar pam aetra rp walaupun kaget pernah mahal yaudah bayar via permata mobile web resmi pam aetra tagih cuma rp rb saya buka lewat permata mobile cek tagih ubah jadi rp,Negative,Reliability
2024-08-18,strategi sangat hebat layanana transfer bi fast ganggu ingin ingin pakai layan lain ada untung anda biaya beban kan nasabah,Negative,Fees and Rates
2024-08-19,aplikasi berat handphone agak jadul,Negative,UI/UX and Usability
2024-08-19,kalau malam suka bisa,Negative,Reliability
