Date,Feedback,Sentiment,App Related,Key Theme,Specific Themes,,,,,
8/6/2024 18:50,sering error,Negative,Yes,Services,App Errors,,,,,
8/6/2024 19:00,suka lambat atau error,Negative,Yes,Services,"Slow Application, App Errors",,,,,
8/6/2024 19:18,"semoga transaksi masih gratis ke semua bank, pasti akan bnyk yg pakai",Positive,Yes,Features and Promotion,Free Transaction Feature,,,,,
8/6/2024 19:20,Produk KTA Permata Mobile Penipuan Pepesan Kosong,Negative,Yes,Features and Promotion,"Product Issues, Fraud",,,,,
8/6/2024 19:39,lebih ditingkatkan lagi,Neutral,Yes,General,General Feedback,,,,,
8/6/2024 19:41,tentang info menunggu statusnya terlalu lama biasanya 3 atau 4 hari kerja,Negative,Yes,Features and Promotion,Delayed Status Updates,,,,,
8/6/2024 20:35,"When entering a password, the option is visible when typing password because there are often typos in passwords",Neutral,Yes,UI/UX and Usability,Missing features,,,,,
8/6/2024 20:45,loading proses transaksi lama.... kaya lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/6/2024 20:47,"tidak pernah memberikan kenaikan limit, dari bertahun2",Negative,No,General,General Negative Feedback,,,,,
8/6/2024 21:00,okay,Neutral,No,General,General Positive Feedback,,,,,
8/6/2024 21:01,ok,Neutral,No,General,General Positive Feedback,,,,,
8/6/2024 21:38,"this app not working at all, never and your people judge me as not a good user.",Negative,Yes,General,General Negative Feedback,,,,,
8/6/2024 21:50,agak lelet yg lain ok,Negative,Yes,Ease and Speed,Slow application,,,,,
8/6/2024 22:25,semaunya sendiri memotong saldo tanpa di ketahui oleh pemilik rekening,Negative,No,Fees and Rates,High admin fees,,,,,
8/6/2024 23:18,Payments using the QR method often have errors. Please fix it.,Negative,Yes,Services,Failed Transactions,,,,,
8/6/2024 23:30,terlalu lemot loading nya,Negative,Yes,Ease and Speed,Slow application,,,,,
8/6/2024 23:48,dibuatkan fitur pengisian e money atau kartu e toll,Positive,Yes,Features and Promotion,Missing features,,,,,
8/7/2024 0:22,good,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 0:52,Ok,Neutral,No,General,General Positive Feedback,,,,,
8/7/2024 1:11,pengajuan kta ga pernah di acc,Negative,No,Services,General Negative Feedback,,,,,
8/7/2024 1:59,ADMIN TRANSFER TERLALU MAHAL,Negative,No,Fees and Rates,High admin fees,,,,,
8/7/2024 3:19,oke,Neutral,No,General,General Positive Feedback,,,,,
8/7/2024 5:05,Sangat Baik,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 5:54,"AGF harus lebih konsisten pada waktu yang tepat di jam yang benar disaat pergantian hari, supaya dana yang sudah dipersiapkan dapat di eksekusi dengan baik.",Neutral,Yes,Services,General Negative Feedback,,,,,
8/7/2024 6:06,untuk masukan aja jika penawaran KTA banyak yg menawarkan via tlp selalu dg cara pemaksaan,Negative,No,Services,General Negative Feedback,,,,,
8/7/2024 6:48,"oke,",Neutral,No,General,General Positive Feedback,,,,,
8/7/2024 7:04,lalod,Neutral,Yes,General,General Negative Feedback,,,,,
8/7/2024 7:04,lokasi atm dibanyakin,Negative,No,General,ATM are hard to find,,,,,
8/7/2024 7:25,terputus,Negative,Yes,General,Errors in account information,,,,,
8/7/2024 7:26,KTA proses cepat cair sayang limit kecil,Neutral,No,Features and Promotion,Limitations on transfer,,,,,
8/7/2024 7:42,Appnya sering error dan gak bisa login . terlalu sering minta pembaharuan jga sih,Negative,Yes,UI/UX and Usability,Login issues,,,,,
8/7/2024 7:43,"tiap masuk ke mobile bangking pasti susah, gangguan terus, tolong ditingkatkan lagi.",Negative,Yes,UI/UX and Usability,Application is not user friendly,,,,,
8/7/2024 7:44,its ok,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 8:10,sangat baik,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 8:56,"TAHUN KEMAREN LIMIT KTA REGULAR SUDAH MENCAPAI 8.400.000 , TAPI SETELAH LUNAS GAADA MUNCUL LAGI , PENGAJUAN ONLINE DITOLAK TERUS, ANALISNYA ANEH",Negative,No,Features and Promotion,Limitations on transfer,,,,,
8/7/2024 9:01,8,Neutral,No,General,General Positive Feedback,,,,,
8/7/2024 9:11,ATM tidak banyak,Negative,No,General,ATM are hard to find,,,,,
8/7/2024 9:20,ok,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 9:24,Sering nya gangguan teknis,Negative,Yes,UI/UX and Usability,Errors in account information,,,,,
8/7/2024 9:26,loadingnya lama,Negative,Yes,UI/UX and Usability,Slow application,,,,,
8/7/2024 9:35,mantap,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 9:46,oke,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 10:11,tidak bisa save no rekening untuk transfer,Negative,Yes,UI/UX and Usability,Missing features,,,,,
8/7/2024 10:17,skrmg kena potongan ke ATM lain dan skrng aplikasi aga berat bngt hrus pke internet yg bagua bru mao ke buka,Negative,Yes,UI/UX and Usability,Slow application,,,,,
8/7/2024 10:18,convenience,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 10:25,mutasi masuk tidak bisa lsg dicek... kurang real time...,Negative,Yes,UI/UX and Usability,Missing features,,,,,
8/7/2024 10:31,tidak adanya nama yang di Transper,Negative,Yes,UI/UX and Usability,Missing features,,,,,
8/7/2024 10:44,good,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 11:01,sering tf ga terkirim trus saldo udh di potong ya walaupun balik lagi harus nunggu 2x 24jam lama,Negative,Yes,Services,Failed Transactions,,,,,
8/7/2024 11:02,mantap,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 11:03,bagus efisien mudah manpaat,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 11:08,good,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 11:27,terlalu banyak tahapan untuk keluar dr aplikasi....dan loading nya agak makan waktu...,Negative,Yes,UI/UX and Usability,Slow application,,,,,
8/7/2024 11:29,baik,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 11:39,mantap,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 11:52,Aplikasinya sering lambat.,Negative,Yes,UI/UX and Usability,Slow application,,,,,
8/7/2024 11:56,keseringan mantenance mulu,Negative,Yes,UI/UX and Usability,Slow application,,,,,
8/7/2024 12:21,tambahkan fitur untuk e money,Positive,Yes,Features and Promotion,Missing features,,,,,
8/7/2024 12:22,mbking nya lemot banget tolong dong,Negative,Yes,UI/UX and Usability,Slow application,,,,,
8/7/2024 12:53,aplikasinya tidak rekomen lemot,Negative,Yes,UI/UX and Usability,Slow application,,,,,
8/7/2024 13:03,"no rekening saat pilih transfer sebaiknya ada nama pemilik rekening, karena bingung kalau mau dicoba satu satu",Negative,Yes,UI/UX and Usability,Missing features,,,,,
8/7/2024 13:07,lama keluar,Negative,Yes,UI/UX and Usability,Slow application,,,,,
8/7/2024 13:08,"Sudah 21 Tahun menggunakannya tapi limit masih tetap sama, alasannya harus mengajukan tambahan limit dan sudah saya lakukan tapi tetap saja tidak berubah limit KK Permata saya.",Negative,No,Features and Promotion,Limitations on transfer,,,,,
8/7/2024 13:13,good,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 13:46,no have,Neutral,No,General,General Negative Feedback,,,,,
8/7/2024 13:56,aplikasi lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/7/2024 14:02,obligasi saya nyasar ke cif lain yang sudah tutup rekeningnya,Negative,No,Services,Errors in account information,,,,,
8/7/2024 14:03,Online chat with bank,Positive,No,Services,Excellent Customer Service,,,,,
8/7/2024 14:23,"kadang masih slow respon , dan lelet amplikasinyaa",Negative,Yes,Ease and Speed,Slow application,,,,,
8/7/2024 14:24,good and paster,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 14:31,sangat bermanraat,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 14:38,sya Harap pengajuan Topup KTA sya disetujui... krna sya sedang butuh Dana utk Renov dan juga biaya Lainnya... aamiin permata sukses selalu,Neutral,No,Features and Promotion,Notification Issues,,,,,
8/7/2024 14:43,nice,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 14:44,banyak fitur baru semakin sering error,Negative,Yes,Features and Promotion,Updates too common,,,,,
8/7/2024 14:47,applikasi jgn digabung sama minta masukan,Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
8/7/2024 14:48,applikasi jgn digabung sama minta masukan,Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
8/7/2024 14:48,applikasi jgn digabung sama minta masukan,Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
8/7/2024 14:48,applikasi jgn digabung sama minta masukan,Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
8/7/2024 14:51,lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/7/2024 14:52,minimum saldo diturunkan lg,Neutral,No,Fees and Rates,High admin fees,,,,,
8/7/2024 14:53,bla,Neutral,No,General,General Negative Feedback,,,,,
8/7/2024 15:27,need chat with support,Positive,No,Services,Excellent Customer Service,,,,,
8/7/2024 15:47,....,Neutral,No,General,General Negative Feedback,,,,,
8/7/2024 15:56,ketika pengambilan di ATM...harap kartu ATM nya dulu yang keluar...baru uang...karena banyak yang ketinggalan kartu nya setelah ambil uangnya,Neutral,No,Services,ATM are hard to find,,,,,
8/7/2024 16:14,aplikasi sering eror ga jelas biaya admin 0 rupiah,Negative,Yes,Fees and Rates,High admin fees,,,,,
8/7/2024 16:18,App mobile bankinga tolong dioptimalkan,Neutral,Yes,UI/UX and Usability,Application is not user friendly,,,,,
8/7/2024 16:19,free tt antar bank,Positive,Yes,Features and Promotion,Free transfers,,,,,
8/7/2024 16:33,tolong bantuannya agar saya bisa mendapatkan pinjaman KTA terimakasih,Neutral,No,Services,Loan application,,,,,
8/7/2024 17:08,agak lemot utk tekan kembalinya,Negative,Yes,Ease and Speed,Slow application,,,,,
8/7/2024 17:13,aman,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 17:21,kur untuk permata,Neutral,No,Services,Loan availability,,,,,
8/7/2024 17:28,menunggu jawaban terlalu lama,Negative,No,Services,Slow response time,,,,,
8/7/2024 17:46,excellent,Positive,No,General,Excellent Customer Service,,,,,
8/7/2024 18:05,sangat bermanfaat dan membatuh untuk semua transaksi,Positive,Yes,General,General Positive Feedback,,,,,
8/7/2024 18:05,aplikasi mobile bangking terlalu lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/7/2024 18:18,"suka gratis tarik tunai,,, ingin sperti yg dlu gratis tarik tunai sehari 10x walai minimal pakai tabungan berapa gtu",Neutral,Yes,Fees and Rates,Free transfers,,,,,
8/7/2024 18:34,ternsfer gratis k semua bank,Positive,Yes,Features and Promotion,Free transfers,,,,,
8/7/2024 18:36,Produk KTA Permata Mobile Penipuan Pepesan Kosong,Negative,No,Services,Loan application,,,,,
8/7/2024 18:44,seharusnya ada penjelasan pada nasabah yang pengajuan kreditnya ditolak. sehingga semua menjadi jelas dan tidak menggantung.,Negative,No,Services,Loan application,,,,,
8/7/2024 19:05,Rating bolak balik muncul. ganggu,Negative,Yes,UI/UX and Usability,Notification Issues,,,,,
8/7/2024 19:29,good,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 19:40,often trouble,Negative,Yes,General,General Negative Feedback,,,,,
8/7/2024 19:49,aplikasi lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/7/2024 20:07,bagus,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 20:17,pelayanan di cabang bs lebih cepat,Negative,No,Services,Slow service at branch,,,,,
8/7/2024 20:24,mahal perbuln nya,Negative,No,Fees and Rates,High monthly fees,,,,,
8/7/2024 20:37,gratis,Positive,No,Fees and Rates,Free service,,,,,
8/7/2024 21:09,saldo saya hilang kepotong sejumlah 7.436. saya tidak faham itu potongan apa. sangat mengecewakan,Negative,No,Fees and Rates,Unclear charges,,,,,
8/7/2024 21:14,login dg hp baru agar dipermudah ex mandiri lebih mudah,Neutral,Yes,UI/UX and Usability,Login issues,,,,,
8/7/2024 21:37,tedt,Neutral,No,General,Unclear Feedback,,,,,
8/7/2024 22:14,good,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 22:35,Biaya online nya gratis aja seperti awal semoga pelanggan permata semakin bertambah,Positive,Yes,Fees and Rates,Free online transfers,,,,,
8/7/2024 22:44,ok,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 22:59,"jangan sering error, sudah lebih mudah sekarang",Neutral,Yes,UI/UX and Usability,Error-prone app,,,,,
8/7/2024 23:10,"Saat update pembaharuan fasilitas Mobile X, perlu melakukan registrasi ulang. Sangat mengganggu transaksi yang sedang berlangsung",Negative,Yes,UI/UX and Usability,Re-registration inconvenience,,,,,
8/7/2024 23:15,ok,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 23:36,"LIMIT KARTU TIDAK ADA KENAIKAN, TIDAK SEPERTI BANK LAIN SELALU NAIK RUTIN TANPA PENGAJUAN",Negative,No,Services,Credit card limit issues,,,,,
8/7/2024 23:44,ok,Positive,No,General,General Positive Feedback,,,,,
8/7/2024 23:53,kecepatan loading aplikasinya kalau bisa ditambah,Negative,Yes,Ease and Speed,Slow application,,,,,
8/7/2024 23:53,the best,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 3:59,berat,Negative,Yes,Ease and Speed,Heavy/slow application,,,,,
8/8/2024 7:17,kebanyakan menu,Negative,Yes,UI/UX and Usability,Complicated navigation,,,,,
8/8/2024 7:36,great,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 7:53,good,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 8:02,"untuk aplikasi pinjaman jika tidak sesuai pengajuan lebih baik Tolak , jangan asal cair , sama sekali tidak profesional untuk bank sekelas permata. Terima kasih",Negative,Yes,Services,Loan approval issues,,,,,
8/8/2024 8:45,"Aplikasi nya kurang cepat, lemot, mau LogOut ribet harus 2x",Negative,Yes,Ease and Speed,Logout process too cumbersome,,,,,
8/8/2024 8:48,agak lemot klau buat lihat saldo atau transfer,Negative,Yes,Ease and Speed,Slow application,,,,,
8/8/2024 9:10,ok,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 9:22,loadingnya agak lama,Negative,Yes,Ease and Speed,Slow application,,,,,
8/8/2024 9:23,nominal saldo kelihatan,Neutral,Yes,Features and Promotion,Balance display issue,,,,,
8/8/2024 9:33,"survey mustinya 1x aza... ini berkali tiap transaksi, sangat mengganggu",Negative,Yes,UI/UX and Usability,Frequent survey popups,,,,,
8/8/2024 9:41,lancar,Positive,Yes,General,General Positive Feedback,,,,,
8/8/2024 10:01,ada beberapa apk di android kalau dipasang mempengaruhi mbanking permata,Negative,Yes,Reliability,App conflicts with other apps,,,,,
8/8/2024 10:14,terlalu sering harus memperbarui aplikasi,Negative,Yes,UI/UX and Usability,Frequent app updates,,,,,
8/8/2024 10:18,aplikasi sering error,Negative,Yes,Reliability,Frequent app errors,,,,,
8/8/2024 10:25,Bukti Transfernya tidak bisa di simpan di galeri langsung harus dikirim ke wa jadi repot dan menuh2in wa,Negative,Yes,Features and Promotion,Transfer proof saving issues,,,,,
8/8/2024 10:32,ok,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 10:36,menu KPR kalau bisa di buka agar bisa pengajuan rumah,Negative,Yes,Features and Promotion,Inaccessible mortgage menu,,,,,
8/8/2024 10:52,"biaya transfer ko skrang ada lagi pak,makasih,Lo bisa jangan ada lagi kayak dulu,sudah enak.makasib",Negative,Yes,Fees and Rates,Transfer fees issue,,,,,
8/8/2024 10:54,good,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 10:58,"kenapa rekening saya tidak bisa pinjaman KTA selalu ditolak,saya mohon untuk kali ini tolong",Negative,Yes,Services,Loan application issues,,,,,
8/8/2024 11:08,"yang utama adalah keamanan dana tabungan nasabah. semoga selalu berinovasi untuk konsisten,menjaga dan bertanggung jawab terhadap dana tabungan nasabah",Positive,No,Services,Customer data security,,,,,
8/8/2024 11:32,ok,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 11:53,good,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 12:01,"pengajuan KTA tidak pernah berhasil lagi , sebelumnya saya sudah pernah meminjam dan melunasi pinjaman KTA",Negative,Yes,Services,Loan application issues,,,,,
8/8/2024 12:08,biaya transfer ke sesama bank gk ada komfirmasi,Negative,Yes,Fees and Rates,Missing transfer confirmation,,,,,
8/8/2024 12:12,"mutasi rekeningnya masih kurang detail, debit kredit sisa uang per transaksi belum ada",Negative,Yes,Features and Promotion,Incomplete account mutation details,,,,,
8/8/2024 12:17,"agak sedikit lelet, mungkin karna keberatan fitur",Negative,Yes,Ease and Speed,Slow app due to heavy features,,,,,
8/8/2024 12:37,terlalu banyak pilihan saat mau transfer via mobile banking,Negative,Yes,UI/UX and Usability,Overcomplicated transfer process,,,,,
8/8/2024 12:41,nice,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 12:58,auto debit KTA nya gak jelas,Negative,Yes,Services,Unclear auto-debit terms,,,,,
8/8/2024 13:07,My account manager has lied to me and doesnt understand the products shes trying to sell to me,Negative,No,Services,Account manager issues,,,,,
8/8/2024 13:12,pembuatan aplikasi mobile X yang sangat susah dan ribet,Negative,Yes,UI/UX and Usability,Difficult app setup,,,,,
8/8/2024 13:43,terlalu ribet saat tf,Negative,Yes,UI/UX and Usability,Complicated transfer process,,,,,
8/8/2024 13:52,top,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 13:55,sering eror,Negative,Yes,Reliability,Frequent app errors,,,,,
8/8/2024 14:06,mau ngajuin pinjaman sulit,Negative,No,Services,Loan application issues,,,,,
8/8/2024 14:33,.,Neutral,No,General,General Neutral Feedback,,,,,
8/8/2024 15:15,"biaya administrasi untuk transfer sekarang sudah tidak gratis, gratispun dengan syarat sedangkan bi fast gratis tapi selalu gangguan",Negative,Yes,Fees and Rates,High admin fees,,,,,
8/8/2024 15:18,agak lemot skarang tp masih aman,Neutral,Yes,Ease and Speed,Slow application,,,,,
8/8/2024 15:20,enggak tahu,Neutral,No,General,General Neutral Feedback,,,,,
8/8/2024 15:27,bagus semua,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 16:03,bagus,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 16:10,bagus,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 16:10,"klo bisa step by step di persingkat aja. dan menuju proses transaksinya cepet, ga pake loading yg lama. trima kasih",Negative,Yes,Ease and Speed,Complex UI/UX,,,,,
8/8/2024 16:18,gagal transfers terus,Negative,Yes,Ease and Speed,Failed Transactions,,,,,
8/8/2024 16:34,nama orang dihistoris transaksi transfer harusnya dimunculkan jangan nomor rekening nya saja. untuk mempermudah melakukan transaksi berikutnya,Negative,Yes,Features and Promotion,Missing features,,,,,
8/8/2024 16:35,aplikasi sedikit kemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/8/2024 16:56,terkendala sering Error,Negative,Yes,Ease and Speed,Frequent errors,,,,,
8/8/2024 17:18,aplikasinya berat lama prosesnya,Negative,Yes,Ease and Speed,Slow application,,,,,
8/8/2024 17:24,rr,Neutral,No,General,General Neutral Feedback,,,,,
8/8/2024 17:43,good,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 18:06,h,Neutral,No,General,General Neutral Feedback,,,,,
8/8/2024 18:14,beberapa provider jaringan tidak bisa untuk buka appnya bisa coba retest ulang,Negative,Yes,Ease and Speed,Network issues,,,,,
8/8/2024 18:55,ok,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 19:05,dari segi kemudahan lumayan memudahkan....hanya saja aplikasinya berat sehingga kadang suka lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/8/2024 19:47,lebih maksimal,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 20:39,"tombol masuk untuk login by fingerprint kadang error dan lambat, tolong di perbaiki",Negative,Yes,Ease and Speed,Login issues,,,,,
8/8/2024 21:08,Aplikasi loding lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/8/2024 21:18,store tunai,Neutral,No,General,General Neutral Feedback,,,,,
8/8/2024 21:31,baik,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 21:38,tidak transfaran dalam pembukuan,Negative,No,Services,Errors in account information,,,,,
8/8/2024 21:47,jajajahah,Neutral,No,General,General Neutral Feedback,,,,,
8/8/2024 22:11,"bunga pinjaman masih tinggi, kl bisa turun",Negative,No,Fees and Rates,High admin fees,,,,,
8/8/2024 22:21,saya tidak bisa menyimpan transaksi terakhir menjadi account favorit,Negative,Yes,Features and Promotion,Missing features,,,,,
8/8/2024 23:01,cool,Positive,No,General,General Positive Feedback,,,,,
8/8/2024 23:46,bisa gak pas aqal masuk aplikasi saldo di hide,Negative,Yes,UI/UX and Usability,Missing features,,,,,
8/9/2024 0:43,jangan sering error,Negative,Yes,Ease and Speed,Frequent errors,,,,,
8/9/2024 0:43,jangan sering error,Negative,Yes,Ease and Speed,Frequent errors,,,,,
8/9/2024 0:44,jangan sering error,Negative,Yes,Ease and Speed,Frequent errors,,,,,
8/9/2024 0:45,jangan sering error,Negative,Yes,Ease and Speed,Frequent errors,,,,,
8/9/2024 0:58,kemudahan pengguna,Positive,Yes,UI/UX and Usability,Application is not user friendly,,,,,
8/9/2024 0:58,kemudahan pengguna,Positive,Yes,UI/UX and Usability,Application is not user friendly,,,,,
8/9/2024 1:34,kenapa ada biaya kartu kredit padahal saya tidak memakainya,Negative,No,Fees and Rates,High admin fees,,,,,
8/9/2024 4:56,mudah di mengerti,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 5:31,agak suka eror,Negative,Yes,Ease and Speed,Frequent errors,,,,,
8/9/2024 6:14,puas,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 7:22,good,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 8:26,Hopeless,Negative,No,General,General Negative Feedback,,,,,
8/9/2024 8:27,kalau tgl 25 26 sering perbaikan sistem aplikasi nya,Negative,Yes,Features and Promotion,Updates too common,,,,,
8/9/2024 8:35,aplikasi lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 8:46,perjelas rincian dalam menu kartu kredit,Negative,Yes,Features and Promotion,Missing features,,,,,
8/9/2024 9:01,"sy tidak tahu krn apa, sy merasa aplikasi nya lambat di banding apl bank lain yg sy gunakan, jadi habis tekan, agak tunggu, sy...",Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 9:01,penggunaan lambat sekali,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 9:05,Mohon dibantu untuk history no rekening ada keterangan namanya,Negative,Yes,Features and Promotion,Missing features,,,,,
8/9/2024 9:28,"biasanya transfer ke bank DKI masih gratis, tp sekarang biayanya lebih mahal dari by fast bank lain,",Negative,Yes,Fees and Rates,High admin fees,,,,,
8/9/2024 9:41,ok,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 9:45,bagus .. hanya terkadang loadingnga lama,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 10:09,aplikasinya ribet,Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
8/9/2024 10:14,ok,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 10:20,agak lelet pak,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 10:40,"sudah ok sejauh ini, yg ptg gratis terus biaya trf",Positive,Yes,Fees and Rates,General Positive Feedback,,,,,
8/9/2024 10:48,sering gangguan....kecepatan lambat,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 10:48,saya baru tranfer Rp 200.000 ke rek BCA pada tgl 090824 jam 10 kok tidak masuk padahal sudah ke potong,Negative,Yes,Ease and Speed,Failed Transactions,,,,,
8/9/2024 10:53,bagus.,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 10:53,bagus.,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 10:55,lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 10:56,tiba tiba eror aplikasi dan tidak bisa transfer,Negative,Yes,Ease and Speed,Failed Transactions,,,,,
8/9/2024 11:05,suka error,Negative,Yes,Ease and Speed,Frequent errors,,,,,
8/9/2024 11:09,update menu rincian transaksi lama,Negative,Yes,Features and Promotion,Missing features,,,,,
8/9/2024 11:29,b,Neutral,No,General,General Negative Feedback,,,,,
8/9/2024 11:30,Reliability.,Neutral,No,Services,General Negative Feedback,,,,,
8/9/2024 11:52,sadly mi qr payment not working,Negative,Yes,Ease and Speed,Failed Transactions,,,,,
8/9/2024 12:03,"lama,dansering minta update",Negative,Yes,Ease and Speed,Updates too common,,,,,
8/9/2024 12:05,loadingnya lama,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 12:07,qris loading sangat lama. aplikasi berat tidak bs sekali tekan langsung masuk,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 12:13,ok,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 12:16,"sekarang susah cari tempat ATM ,apalagi daerah biak cideng",Negative,No,Services,ATM are hard to find,,,,,
8/9/2024 12:23,tampilkan nama pemilik nomer rekening,Negative,Yes,Features and Promotion,Missing features,,,,,
8/9/2024 12:42,biaya transfer digratiskan kembali,Negative,No,Fees and Rates,High admin fees,,,,,
8/9/2024 13:04,"Perlindungan keuangan nasabah,,,Pernah uang hilang 3 juta",Negative,Yes,Services,Errors in account information,,,,,
8/9/2024 13:38,setelah selesai..keluar nya sulit .. tks,Negative,Yes,UI/UX and Usability,Application is not user friendly,,,,,
8/9/2024 13:39,setelah selesai..keluar dr aplikasi permata mobile x nya sulit .,Negative,Yes,UI/UX and Usability,Application is not user friendly,,,,,
8/9/2024 13:58,Everything awful,Negative,Yes,General,General Negative Feedback,,,,,
8/9/2024 14:39,agak lemot saat digunakan tidak responsif,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 14:48,not easy to use,Negative,Yes,UI/UX and Usability,Application is not user friendly,,,,,
8/9/2024 15:04,"UDAH GAK GRATIS LG TF KE BANK LAIN,KALAU BUKAN KRN PEROL DR KANTOR,GAK AKAN SY PAKE LAGI INI APLIKASI",Negative,Yes,Fees and Rates,High admin fees,,,,,
8/9/2024 15:43,bagus si,Positive,No,General,General Positive Feedback,,,,,
8/9/2024 17:07,"untuk metode transfer susah untuk mencari riwayat nomor rekening , di usahakan di sertakan nama no rek tujuan agar mempermudah pencarian",Negative,Yes,Features and Promotion,Missing features,,,,,
8/9/2024 17:13,mantap,Positive,Yes,General,General Positive Feedback,,,,,
8/9/2024 17:35,"sering error, qris sering gabisa",Negative,Yes,UI/UX and Usability,Errors in account information,,,,,
8/9/2024 17:43,"Qris tidak aman, pengalaman pribadi 2 bulan lalu pernah ke debet 2x, pihak permata bank cuma kasih solusi datang ke merchant itu pun jawaban setelah 1 bulan lebih, mengecewakan.",Negative,Yes,Services,Failed Transactions,,,,,
8/9/2024 18:02,setoran tunai dengan mesin,Neutral,No,Services,Missing features,,,,,
8/9/2024 18:04,complain ga dibantu,Negative,Yes,Services,Excellent Customer Service,,,,,
8/9/2024 18:19,saat permatamobile x atau aplikasi di gunakan sangat lambat,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 18:22,sometimes the application waiting to long,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 18:36,potongan transfer,Neutral,Yes,Fees and Rates,High admin fees,,,,,
8/9/2024 19:56,tidak bisa menerima transfer,Negative,Yes,Services,Failed Transactions,,,,,
8/9/2024 20:24,lambat,Negative,Yes,Ease and Speed,Slow application,,,,,
8/9/2024 20:30,"tidak ada buku rekening, kurang aman",Negative,Yes,General,General Negative Feedback,,,,,
8/9/2024 20:35,all ok,Positive,Yes,General,General Positive Feedback,,,,,
